"ExperimentNumber","Trial","ChoseSugar","ChoseWater","nHits","cumulativeHitsAtTrialStart","CorrectSide","PositionSet","Euclid","dtStart","dtEnd","trialDuration","cumulativeDurationAtTrialStart","stoppingCondition","ExperimentDisplayName","experimentClass","axisID"
17,10,0,3,3,53,-1,5,0.598604426711606,2018-06-24 10:00:00,2018-06-24 10:15:00,15,135,1,"Purple v Red","nonspectral",NA
17,11,6,3,9,56,1,6,0.598604426711606,2018-06-24 10:15:00,2018-06-24 10:30:00,15,150,1,"Purple v Red","nonspectral",NA
17,12,2,3,5,65,-1,6,0.598604426711606,2018-06-24 10:30:00,2018-06-24 10:45:00,15,165,1,"Purple v Red","nonspectral",NA
17,13,7,1,8,70,1,7,0.598604426711606,2018-06-24 10:45:00,2018-06-24 11:00:00,15,180,1,"Purple v Red","nonspectral",NA
17,14,1,6,7,78,-1,7,0.598604426711606,2018-06-24 11:00:00,2018-06-24 11:15:00,15,195,1,"Purple v Red","nonspectral",NA
17,15,4,2,6,85,1,8,0.598604426711606,2018-06-24 11:15:00,2018-06-24 11:30:00,15,210,1,"Purple v Red","nonspectral",NA
17,16,2,2,4,91,-1,8,0.598604426711606,2018-06-24 11:30:00,2018-06-24 11:45:00,15,225,1,"Purple v Red","nonspectral",NA
17,17,3,0,3,95,1,9,0.598604426711606,2018-06-24 11:45:00,2018-06-24 12:00:00,15,240,1,"Purple v Red","nonspectral",NA
17,19,2,5,7,98,1,10,0.598604426711606,2018-06-24 12:15:00,2018-06-24 12:30:00,15,255,1,"Purple v Red","nonspectral",NA
17,20,2,1,3,105,-1,10,0.598604426711606,2018-06-24 12:30:00,2018-06-24 12:45:00,15,270,1,"Purple v Red","nonspectral",NA
17,21,2,1,3,108,1,11,0.598604426711606,2018-06-24 12:45:00,2018-06-24 13:00:00,15,285,1,"Purple v Red","nonspectral",NA
17,22,4,1,5,111,-1,11,0.598604426711606,2018-06-24 13:00:00,2018-06-24 13:15:00,15,300,1,"Purple v Red","nonspectral",NA
17,23,5,1,6,116,1,12,0.598604426711606,2018-06-24 13:15:00,2018-06-24 13:30:00,15,315,1,"Purple v Red","nonspectral",NA
17,24,3,1,4,122,-1,12,0.598604426711606,2018-06-24 13:30:00,2018-06-24 13:45:00,15,330,1,"Purple v Red","nonspectral",NA
17,25,0,1,1,126,1,13,0.598604426711606,2018-06-24 13:45:00,2018-06-24 14:00:00,15,345,1,"Purple v Red","nonspectral",NA
17,29,7,3,10,127,1,15,0.598604426711606,2018-06-24 14:45:00,2018-06-24 15:00:00,15,360,1,"Purple v Red","nonspectral",NA
17,30,1,3,4,137,-1,15,0.598604426711606,2018-06-24 15:00:00,2018-06-24 15:15:00,15,375,1,"Purple v Red","nonspectral",NA
17,31,1,0,1,141,1,16,0.598604426711606,2018-06-24 15:15:00,2018-06-24 15:30:00,15,390,1,"Purple v Red","nonspectral",NA
17,32,5,4,9,142,-1,16,0.598604426711606,2018-06-24 15:30:00,2018-06-24 15:45:00,15,405,1,"Purple v Red","nonspectral",NA
17,33,3,0,3,151,1,17,0.598604426711606,2018-06-24 15:45:00,2018-06-24 16:00:00,15,420,1,"Purple v Red","nonspectral",NA
17,34,0,2,2,154,-1,17,0.598604426711606,2018-06-24 16:00:00,2018-06-24 16:15:00,15,435,1,"Purple v Red","nonspectral",NA
17,35,8,1,9,156,1,18,0.598604426711606,2018-06-24 16:15:00,2018-06-24 16:30:00,15,450,1,"Purple v Red","nonspectral",NA
17,36,3,3,6,165,-1,18,0.598604426711606,2018-06-24 16:30:00,2018-06-24 16:45:00,15,465,1,"Purple v Red","nonspectral",NA
17,37,6,1,7,171,1,19,0.598604426711606,2018-06-24 16:45:00,2018-06-24 17:00:00,15,480,1,"Purple v Red","nonspectral",NA
17,38,1,2,3,178,-1,19,0.598604426711606,2018-06-24 17:00:00,2018-06-24 17:15:00,15,495,1,"Purple v Red","nonspectral",NA
17,39,3,0,3,181,1,20,0.598604426711606,2018-06-24 17:15:00,2018-06-24 17:30:00,15,510,1,"Purple v Red","nonspectral",NA
17,40,0,1,1,184,-1,20,0.598604426711606,2018-06-24 17:30:00,2018-06-24 17:45:00,15,525,1,"Purple v Red","nonspectral",NA
17,41,8,1,9,185,1,21,0.598604426711606,2018-06-24 17:45:00,2018-06-24 18:00:00,15,540,1,"Purple v Red","nonspectral",NA
18,1,4,2,6,0,1,1,0.511464859674808,2018-06-25 07:30:00,2018-06-25 07:45:00,15,0,1,"Blue v Purple","nonspectral",NA
18,2,4,3,7,6,-1,1,0.511464859674808,2018-06-25 07:45:00,2018-06-25 08:00:00,15,15,1,"Blue v Purple","nonspectral",NA
18,3,4,1,5,13,1,2,0.511464859674808,2018-06-25 08:00:00,2018-06-25 08:15:00,15,30,1,"Blue v Purple","nonspectral",NA
18,4,6,4,10,18,-1,2,0.511464859674808,2018-06-25 08:15:00,2018-06-25 08:30:00,15,45,1,"Blue v Purple","nonspectral",NA
18,5,6,1,7,28,1,3,0.511464859674808,2018-06-25 08:30:00,2018-06-25 08:45:00,15,60,1,"Blue v Purple","nonspectral",NA
18,6,2,2,4,35,-1,3,0.511464859674808,2018-06-25 08:45:00,2018-06-25 09:00:00,15,75,1,"Blue v Purple","nonspectral",NA
18,7,5,1,6,39,1,4,0.511464859674808,2018-06-25 09:00:00,2018-06-25 09:15:00,15,90,1,"Blue v Purple","nonspectral",NA
18,8,5,2,7,45,-1,4,0.511464859674808,2018-06-25 09:15:00,2018-06-25 09:30:00,15,105,1,"Blue v Purple","nonspectral",NA
18,9,4,1,5,52,1,5,0.511464859674808,2018-06-25 09:30:00,2018-06-25 09:45:00,15,120,1,"Blue v Purple","nonspectral",NA
18,10,6,3,9,57,-1,5,0.511464859674808,2018-06-25 09:45:00,2018-06-25 10:00:00,15,135,1,"Blue v Purple","nonspectral",NA
18,11,3,0,3,66,1,6,0.511464859674808,2018-06-25 10:00:00,2018-06-25 10:15:00,15,150,1,"Blue v Purple","nonspectral",NA
18,12,5,1,6,69,-1,6,0.511464859674808,2018-06-25 10:15:00,2018-06-25 10:30:00,15,165,1,"Blue v Purple","nonspectral",NA
18,13,5,1,6,75,1,7,0.511464859674808,2018-06-25 10:30:00,2018-06-25 10:45:00,15,180,1,"Blue v Purple","nonspectral",NA
18,14,4,5,9,81,-1,7,0.511464859674808,2018-06-25 10:45:00,2018-06-25 11:00:00,15,195,1,"Blue v Purple","nonspectral",NA
18,15,3,1,4,90,1,8,0.511464859674808,2018-06-25 11:00:00,2018-06-25 11:15:00,15,210,1,"Blue v Purple","nonspectral",NA
18,16,8,2,10,94,-1,8,0.511464859674808,2018-06-25 11:15:00,2018-06-25 11:30:00,15,225,1,"Blue v Purple","nonspectral",NA
18,17,3,1,4,104,1,9,0.511464859674808,2018-06-25 11:30:00,2018-06-25 11:45:00,15,240,1,"Blue v Purple","nonspectral",NA
18,18,1,2,3,108,-1,9,0.511464859674808,2018-06-25 13:45:00,2018-06-25 14:00:00,15,255,1,"Blue v Purple","nonspectral",NA
18,19,6,3,9,111,1,10,0.511464859674808,2018-06-25 14:00:00,2018-06-25 14:15:00,15,270,1,"Blue v Purple","nonspectral",NA
18,20,2,2,4,120,-1,10,0.511464859674808,2018-06-25 14:15:00,2018-06-25 14:30:00,15,285,1,"Blue v Purple","nonspectral",NA
18,21,3,1,4,124,1,11,0.511464859674808,2018-06-25 14:30:00,2018-06-25 14:45:00,15,300,1,"Blue v Purple","nonspectral",NA
18,22,0,5,5,128,-1,11,0.511464859674808,2018-06-25 14:45:00,2018-06-25 15:00:00,15,315,1,"Blue v Purple","nonspectral",NA
18,23,5,0,5,133,1,12,0.511464859674808,2018-06-25 15:00:00,2018-06-25 15:15:00,15,330,1,"Blue v Purple","nonspectral",NA
18,24,4,3,7,138,-1,12,0.511464859674808,2018-06-25 15:15:00,2018-06-25 15:30:00,15,345,1,"Blue v Purple","nonspectral",NA
18,25,5,3,8,145,1,13,0.511464859674808,2018-06-25 15:30:00,2018-06-25 15:45:00,15,360,1,"Blue v Purple","nonspectral",NA
19,1,2,0,2,0,1,1,0.216052240526673,2018-06-15 06:15:00,2018-06-15 06:30:00,15,0,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,2,1,3,4,2,-1,1,0.216052240526673,2018-06-15 06:30:00,2018-06-15 06:45:00,15,15,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,3,2,2,4,6,1,2,0.216052240526673,2018-06-15 06:45:00,2018-06-15 07:00:00,15,30,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,4,3,2,5,10,-1,2,0.216052240526673,2018-06-15 07:00:00,2018-06-15 07:15:00,15,45,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,5,4,1,5,15,1,3,0.216052240526673,2018-06-15 07:15:00,2018-06-15 07:30:00,15,60,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,6,4,2,6,20,-1,3,0.216052240526673,2018-06-15 07:30:00,2018-06-15 07:45:00,15,75,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,7,2,1,3,26,1,4,0.216052240526673,2018-06-15 07:45:00,2018-06-15 08:00:00,15,90,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,8,3,2,5,29,-1,4,0.216052240526673,2018-06-15 08:00:00,2018-06-15 08:15:00,15,105,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,9,4,1,5,34,1,5,0.216052240526673,2018-06-15 08:15:00,2018-06-15 08:30:00,15,120,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,10,0,2,2,39,-1,5,0.216052240526673,2018-06-15 08:30:00,2018-06-15 08:45:00,15,135,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,11,2,2,4,41,1,6,0.216052240526673,2018-06-15 08:45:00,2018-06-15 09:00:00,15,150,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,12,1,4,5,45,-1,6,0.216052240526673,2018-06-15 09:00:00,2018-06-15 09:15:00,15,165,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,13,4,3,7,50,1,7,0.216052240526673,2018-06-15 09:15:00,2018-06-15 09:30:00,15,180,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,14,2,5,7,57,-1,7,0.216052240526673,2018-06-15 09:30:00,2018-06-15 09:45:00,15,195,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,15,4,0,4,64,1,8,0.216052240526673,2018-06-15 09:45:00,2018-06-15 10:00:00,15,210,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,16,1,3,4,68,-1,8,0.216052240526673,2018-06-15 10:00:00,2018-06-15 10:15:00,15,225,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,17,4,3,7,72,1,9,0.216052240526673,2018-06-15 10:15:00,2018-06-15 10:30:00,15,240,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,18,2,2,4,79,-1,9,0.216052240526673,2018-06-15 10:30:00,2018-06-15 10:45:00,15,255,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,19,1,4,5,83,1,10,0.216052240526673,2018-06-15 10:45:00,2018-06-15 11:00:00,15,270,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,20,2,3,5,88,-1,10,0.216052240526673,2018-06-15 11:00:00,2018-06-15 11:15:00,15,285,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,21,7,2,9,93,1,11,0.216052240526673,2018-06-15 11:15:00,2018-06-15 11:30:00,15,300,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,22,3,1,4,102,-1,11,0.216052240526673,2018-06-15 11:30:00,2018-06-15 11:45:00,15,315,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,23,2,0,2,106,1,12,0.216052240526673,2018-06-15 11:45:00,2018-06-15 12:00:00,15,330,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,24,0,5,5,108,-1,12,0.216052240526673,2018-06-15 12:00:00,2018-06-15 12:15:00,15,345,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,25,2,2,4,113,1,13,0.216052240526673,2018-06-15 12:15:00,2018-06-15 12:30:00,15,360,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,26,0,3,3,117,-1,13,0.216052240526673,2018-06-15 12:30:00,2018-06-15 12:45:00,15,375,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,27,5,0,5,120,1,14,0.216052240526673,2018-06-15 12:45:00,2018-06-15 13:00:00,15,390,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,28,1,5,6,125,-1,14,0.216052240526673,2018-06-15 13:00:00,2018-06-15 13:15:00,15,405,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,29,4,3,7,131,1,15,0.216052240526673,2018-06-15 13:15:00,2018-06-15 13:30:00,15,420,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,30,1,1,2,138,-1,15,0.216052240526673,2018-06-15 13:30:00,2018-06-15 13:45:00,15,435,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,31,3,2,5,140,1,16,0.216052240526673,2018-06-15 13:45:00,2018-06-15 14:00:00,15,450,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,32,3,2,5,145,-1,16,0.216052240526673,2018-06-15 14:00:00,2018-06-15 14:15:00,15,465,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,33,2,2,4,150,1,17,0.216052240526673,2018-06-15 14:15:00,2018-06-15 14:30:00,15,480,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,34,2,2,4,154,-1,17,0.216052240526673,2018-06-15 14:30:00,2018-06-15 14:45:00,15,495,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,35,3,1,4,158,1,18,0.216052240526673,2018-06-15 14:45:00,2018-06-15 15:00:00,15,510,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,36,7,4,11,162,-1,18,0.216052240526673,2018-06-15 15:00:00,2018-06-15 15:15:00,15,525,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,37,7,2,9,173,1,19,0.216052240526673,2018-06-15 15:15:00,2018-06-15 15:30:00,15,540,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,38,2,1,3,182,-1,19,0.216052240526673,2018-06-15 15:30:00,2018-06-15 15:45:00,15,555,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,39,6,2,8,185,1,20,0.216052240526673,2018-06-15 15:45:00,2018-06-15 16:00:00,15,570,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,40,1,2,3,193,-1,20,0.216052240526673,2018-06-15 16:00:00,2018-06-15 16:15:00,15,585,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,41,5,0,5,196,1,21,0.216052240526673,2018-06-15 16:15:00,2018-06-15 16:30:00,15,600,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,42,3,4,7,201,-1,21,0.216052240526673,2018-06-15 16:30:00,2018-06-15 16:45:00,15,615,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,43,2,2,4,208,1,22,0.216052240526673,2018-06-15 16:45:00,2018-06-15 17:00:00,15,630,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,44,1,1,2,212,-1,22,0.216052240526673,2018-06-15 17:00:00,2018-06-15 17:15:00,15,645,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,45,2,0,2,214,1,23,0.216052240526673,2018-06-15 17:15:00,2018-06-15 17:30:00,15,660,1,"Yellow v UV^22+Yellow","nonspectral",NA
19,46,10,4,14,216,-1,23,0.216052240526673,2018-06-15 17:30:00,2018-06-15 17:45:00,15,675,1,"Yellow v UV^22+Yellow","nonspectral",NA
